,NDVI
1447,0.6514101028442383
1448,0.7518014311790466
1449,0.7109537720680237
1450,0.7285400032997131
1451,0.7460154294967651
1452,0.7789202928543091
1453,0.4082702398300171
1454,0.797018826007843
1455,0.8243926167488098
1456,0.8276031613349915
1457,0.7838422060012817
1458,0.7603583335876465
1459,0.8204043507575989
1460,0.6949817538261414
1461,0.7395862340927124
1462,0.7860465049743652
1463,0.7632922530174255
1464,0.7519001364707947
1465,0.5031671524047852
1466,0.7017230987548828
1467,0.6027227640151978
1468,0.581632673740387
1469,0.541336715221405
1470,0.6163285970687866
1471,0.7761492133140564
1472,0.7655301094055176
1473,0.7994256615638733
1474,0.7361237406730652
1475,0.6846451759338379
1476,0.7344854474067688
1477,0.7819401621818542
1478,0.6883952021598816
1479,0.7237113118171692
1480,0.31470972299575806
1481,0.33965420722961426
1482,0.2873326539993286
1483,0.3420669436454773
1484,0.30146342515945435
1485,0.7642857432365417
1486,0.604781985282898
1487,0.5777351260185242
1488,0.6424580812454224
1489,0.5584594011306763
1490,0.479082316160202
1491,0.6855189800262451
1492,0.6838399767875671
1493,0.4564063549041748
1494,0.5112295150756836
1495,0.7311400771141052
1496,0.7496135830879211
1497,0.5219706892967224
1498,0.7317145466804504
1499,0.6443883776664734
1500,0.3129771053791046
1501,0.6910521984100342
1502,0.4821428656578064
1503,0.3823024034500122
1504,0.29032257199287415
1505,0.7096868753433228
1506,0.5668789744377136
1507,0.5365321636199951
1508,0.6244081854820251
1509,0.6711809039115906
1510,0.8523315787315369
1511,0.7216251492500305
1512,0.8031536340713501
1513,0.8156171441078186
1514,0.5527049899101257
1515,0.5710620880126953
1516,0.6462785601615906
1517,0.6802259683609009
1518,0.6509841680526733
1519,0.7246143221855164
1520,0.42356687784194946
1521,0.4082874655723572
1522,0.5612966418266296
1523,0.3306622803211212
1524,0.4576271176338196
1525,0.6412929892539978
1526,0.7766028046607971
1527,0.7312785983085632
1528,0.5737226009368896
1529,0.5807284116744995
1530,0.5913190245628357
1531,0.5898644924163818
1532,0.6893646121025085
1533,0.755482017993927
1534,0.6012422442436218
1535,0.712068498134613
1536,0.6912751793861389
1537,0.828125
1538,0.7162978053092957
1539,0.7575757503509521
1540,0.622715413570404
1541,0.7538461685180664
1542,0.767160177230835
1543,0.7252941131591797
1544,0.7686746716499329
1545,0.711073100566864
1546,0.6363082528114319
1547,0.6506679654121399
1548,0.6076294183731079
